FID,STATE,FIPS,TRT,TRTKEY,CTTRTKEY,FENAME,COLOR,anglo,asian,hisp,total,vap,black,bh,nanglo,anglovap,hispvap,bhvap,blackvap,asianvap,nanglovap,Shape_Leng,Shape_Ar_1
178,48,027,023110,179,027023110,BELL,4,582,181,914,3832,2546,2224,2976,3250,464,585,1886,1382,122,2082,6344.059441049999805,2118930.076220000162721
179,48,027,023111,180,027023111,BELL,4,1112,379,1297,5279,3647,2576,3626,4167,878,810,2367,1663,272,2769,11061.025052499999219,6148730.108219999819994
180,48,027,023112,181,027023112,BELL,4,953,267,1332,5062,3379,2571,3699,4109,730,854,2359,1598,180,2649,8147.644364490000044,1851221.567550000036135
181,48,027,023113,182,027023113,BELL,4,868,337,1583,5033,3543,2347,3693,4165,694,1074,2477,1541,228,2849,8069.402287160000014,2759432.659339999780059
182,48,027,023114,183,027023114,BELL,4,944,270,1157,4350,3060,2045,3041,3406,774,753,2002,1324,205,2286,5669.139373629999682,1731420.872500000055879
183,48,027,023115,184,027023115,BELL,4,885,276,1222,4688,3103,2344,3342,3803,684,754,2124,1460,189,2419,5681.017934040000000,1844170.396010000025854
184,48,027,023116,185,027023116,BELL,4,1265,403,1846,6188,4185,2857,4355,4923,951,1183,2834,1834,276,3234,10693.858528599999772,4383530.832449999637902
185,48,027,023117,186,027023117,BELL,4,1231,435,1498,5553,3588,2477,3746,4322,925,846,2259,1511,286,2663,11337.956695400000172,7981521.254580000415444
186,48,027,023118,187,027023118,BELL,4,1648,548,2086,7404,4760,3179,4973,5756,1194,1228,3080,1984,311,3566,10457.453091100000165,5245039.296380000188947
187,48,027,023201,188,027023201,BELL,4,1072,99,285,1781,1220,268,525,709,754,188,345,165,69,466,7653.859195089999957,3189177.286450000014156
188,48,027,023202,189,027023202,BELL,4,2265,187,1157,4915,3367,1245,2275,2650,1643,754,1444,750,139,1724,18836.811183099998743,9066161.578749999403954
189,48,027,023203,190,027023203,BELL,4,1115,114,709,2607,1702,635,1289,1492,787,416,787,388,71,915,6640.061027359999571,2137785.233909999951720
190,48,027,023204,191,027023204,BELL,4,1853,236,1008,3731,3418,595,1530,1878,1727,904,1369,528,211,1691,35608.524267599997984,24812873.062899999320507
191,48,027,023301,192,027023301,BELL,4,3345,203,915,5266,4131,646,1502,1921,2739,601,1060,499,164,1392,73685.557164300000295,202644561.113999992609024
192,48,027,023302,193,027023302,BELL,4,1779,237,949,4029,2926,1036,1859,2250,1419,617,1207,661,150,1507,48844.750212899998587,56766917.640399999916553
193,48,027,023402,194,027023402,BELL,4,3508,30,1113,4990,3663,181,1274,1482,2703,702,791,97,19,960,134750.230135999998311,387184476.388999998569489
194,48,027,023404,195,027023404,BELL,4,3112,71,906,4376,3337,161,1037,1264,2458,604,706,111,52,879,127813.260150000001886,371264034.624000012874603
195,48,027,023405,196,027023405,BELL,4,2705,60,323,3225,2520,45,359,520,2168,206,230,25,39,352,58956.605833299996448,90778435.299300000071526
196,48,027,023406,197,027023406,BELL,4,3011,73,700,3978,3004,113,796,967,2376,425,506,88,49,628,60473.164652500003285,80398153.808500006794930
197,48,027,023500,198,027023500,BELL,4,414,72,842,2149,1544,824,1606,1735,344,558,1107,585,55,1200,5256.408232580000004,1629670.581830000039190
198,48,027,980001,199,027980001,BELL,4,183,20,80,346,345,54,127,163,183,79,126,54,20,162,54546.394436800001131,57485561.145900003612041
199,48,027,980002,200,027980002,BELL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14514.290505999999368,7500315.443730000406504
200,48,027,980003,201,027980003,BELL,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,134420.505360999988625,146645603.974000006914139
201,48,029,110100,202,029110100,BEXAR,1,1440,194,1758,3812,3628,361,2072,2372,1400,1639,1933,327,182,2228,7699.807644599999549,3431193.002969999797642
202,48,029,110300,203,029110300,BEXAR,1,601,55,1589,2401,1950,163,1713,1800,540,1232,1331,117,45,1410,6717.872337949999746,1552431.047440000111237
203,48,029,110500,204,029110500,BEXAR,1,188,57,1982,2369,1451,191,2123,2181,139,1191,1273,103,32,1312,4618.186474520000047,1250831.217759999912232
204,48,029,110600,205,029110600,BEXAR,1,1625,20,4763,7284,6664,924,5604,5659,1597,4202,5024,879,17,5067,5939.834940470000220,1980907.778099999995902
205,48,029,110700,206,029110700,BEXAR,1,196,16,933,1210,1007,71,988,1014,185,746,799,59,14,822,5740.972895509999944,1054033.856210000114515
206,48,029,111000,207,029111000,BEXAR,1,693,98,1403,2356,2044,161,1535,1663,668,1135,1259,140,92,1376,6803.875055020000218,1548288.079189999960363
207,48,029,111100,208,029111100,BEXAR,1,1850,203,1736,4099,3825,265,1980,2249,1780,1582,1807,243,180,2045,7553.624863140000343,2561232.823280000127852
208,48,029,120100,209,029120100,BEXAR,1,3734,651,1576,7464,5951,1450,2913,3730,3038,1196,2295,1174,512,2913,23431.716954899999109,13410743.661299999803305
209,48,029,120301,210,029120301,BEXAR,1,2044,162,672,2989,2369,68,727,945,1645,512,564,63,118,724,7331.017406840000149,1665239.482039999915287
210,48,029,120302,211,029120302,BEXAR,1,3358,129,772,4371,3398,60,820,1013,2707,530,563,36,73,691,8578.966347019999375,3073481.182479999959469
211,48,029,120401,212,029120401,BEXAR,1,1753,108,599,2595,2139,129,706,842,1501,458,544,95,65,638,7164.490013800000270,1740503.372539999894798
212,48,029,120402,213,029120402,BEXAR,1,2762,87,447,3365,2444,23,461,603,2084,262,274,14,56,360,7092.346236020000106,2944969.658929999917746
213,48,029,120502,214,029120502,BEXAR,1,968,197,3345,5395,3830,936,4168,4427,858,2329,2793,521,119,2972,10121.921280799999295,3296849.826539999805391
214,48,029,120503,215,029120503,BEXAR,1,857,177,1754,3351,2680,571,2266,2494,765,1286,1722,463,151,1915,5149.299920430000384,1457618.083880000049248
215,48,029,120504,216,029120504,BEXAR,1,1216,181,2868,4876,3806,604,3412,3660,1089,2085,2505,451,156,2717,13733.924670799999149,4926796.202519999817014
216,48,029,120601,217,029120601,BEXAR,1,931,145,1235,2719,2228,400,1588,1788,854,931,1208,298,119,1374,4423.452040340000167,1235717.016959999920800
217,48,029,120602,218,029120602,BEXAR,1,2219,198,1254,3927,3134,218,1428,1708,1874,906,1040,146,151,1260,5792.830098960000214,2042272.916979999979958
218,48,029,120701,219,029120701,BEXAR,1,2026,256,3044,5622,4417,280,3272,3596,1726,2276,2455,203,167,2691,8394.138603040000817,3407658.242099999915808
219,48,029,120702,220,029120702,BEXAR,1,2872,251,1304,4699,3985,215,1486,1827,2586,991,1133,157,188,1399,8205.871813309999197,3456521.540930000133812
220,48,029,120800,221,029120800,BEXAR,1,4810,233,1638,7074,5548,251,1852,2264,3889,1181,1348,181,171,1659,8492.370900160000019,4825561.438369999639690
221,48,029,120901,222,029120901,BEXAR,1,949,86,879,2079,1673,168,1022,1130,834,639,755,123,67,839,7087.629865550000432,1924430.805290000047535
222,48,029,120902,223,029120902,BEXAR,1,2713,316,2698,6928,5695,1207,3785,4215,2420,2075,2918,926,253,3275,10702.556152400000428,4685486.418480000458658
223,48,029,121000,224,029121000,BEXAR,1,2355,225,3732,6926,5453,631,4267,4571,2106,2723,3099,416,169,3347,11919.282157800000277,6650880.359710000455379
224,48,029,121110,225,029121110,BEXAR,1,2206,194,2384,5175,4087,384,2697,2969,1874,1752,1990,264,152,2213,9548.488345409999965,4527559.349379999563098
225,48,029,121111,226,029121111,BEXAR,1,2332,216,3635,6739,5166,571,4109,4407,1950,2603,2969,416,155,3216,10053.752997100000357,3778881.872190000023693
226,48,029,121112,227,029121112,BEXAR,1,1619,169,1703,3995,3208,511,2162,2376,1472,1213,1557,371,117,1736,11213.889726199999131,5117001.173840000294149
227,48,029,121115,228,029121115,BEXAR,1,2932,184,1654,5100,4172,292,1902,2168,2540,1232,1430,217,125,1632,6829.289703919999738,2480172.098670000210404
228,48,029,121116,229,029121116,BEXAR,1,2415,135,1977,4845,3925,287,2203,2430,2124,1433,1607,203,104,1801,7205.356722319999790,3184428.567850000225008
229,48,029,121117,230,029121117,BEXAR,1,2179,203,1705,4482,3654,359,2015,2303,1901,1275,1511,256,158,1753,7221.769817450000119,2446062.432529999874532
230,48,029,121118,231,029121118,BEXAR,1,2665,266,2213,5688,4617,506,2647,3023,2272,1680,2022,384,223,2345,14525.439589800000249,4722284.492779999971390
231,48,029,121119,232,029121119,BEXAR,1,2301,231,2336,5325,4229,419,2669,3024,1951,1754,1984,263,181,2278,10499.348702900000717,4355921.622820000164211
232,48,029,121120,233,029121120,BEXAR,1,2160,221,2326,5039,3906,310,2569,2879,1810,1676,1838,192,162,2096,8733.685771009999371,4506187.302480000071228
233,48,029,121121,234,029121121,BEXAR,1,1698,100,864,2843,2289,154,994,1145,1426,645,748,116,59,863,8862.849411999999575,2490353.010780000127852
234,48,029,121122,235,029121122,BEXAR,1,2589,191,2052,5165,4136,265,2285,2576,2186,1521,1720,218,139,1950,7646.639922239999578,3093483.982760000042617
235,48,029,121123,236,029121123,BEXAR,1,2134,197,1808,4528,3752,409,2132,2394,1932,1367,1621,292,147,1820,8357.432580860000598,2790351.881169999949634
236,48,029,121124,237,029121124,BEXAR,1,1568,114,858,2664,2223,90,931,1096,1369,668,723,63,87,854,5116.146122649999597,1372282.233920000027865
237,48,029,121203,238,029121203,BEXAR,1,1221,123,2918,4769,3733,542,3350,3548,1098,2139,2457,375,99,2635,14017.684008899999753,7456287.162320000119507
238,48,029,121204,239,029121204,BEXAR,1,2418,228,3909,8569,6717,2032,5775,6151,2163,2877,4247,1450,177,4554,8690.979669189999186,4374959.262699999846518
239,48,029,121205,240,029121205,BEXAR,1,869,103,2030,3603,2656,658,2601,2734,760,1392,1782,417,80,1896,7561.868928009999763,2965226.044790000189096
240,48,029,121206,241,029121206,BEXAR,1,2299,145,4216,7226,5663,581,4663,4927,2045,3028,3373,407,125,3618,8521.993073870000444,4161011.640920000150800
241,48,029,121300,242,029121300,BEXAR,1,2663,276,2697,6483,5239,858,3456,3820,2376,1956,2542,633,224,2863,9192.598914930000319,5089693.133740000426769
242,48,029,121402,243,029121402,BEXAR,1,1493,726,5679,9534,6631,1853,7253,8041,1175,3752,4831,1193,535,5456,9728.160257429999547,4577020.823429999873042
243,48,029,121403,244,029121403,BEXAR,1,1002,417,2635,5419,4143,1411,3925,4417,876,1887,2869,1035,334,3267,9682.798762120000902,4496973.327060000039637
244,48,029,121404,245,029121404,BEXAR,1,661,171,3055,5145,3749,1350,4260,4484,561,2100,2992,977,152,3188,11222.371981800000867,6639432.415070000104606
245,48,029,121501,246,029121501,BEXAR,1,3324,757,3988,9828,7538,1832,5625,6504,2765,2817,4052,1324,566,4773,10779.596000899999126,6210407.475150000303984
246,48,029,121504,247,029121504,BEXAR,1,2618,533,3558,8233,6406,1603,4995,5615,2277,2499,3616,1193,415,4129,9947.969623940000020,3880357.885720000136644
247,48,029,121505,248,029121505,BEXAR,1,1822,241,2588,5372,4037,728,3207,3550,1526,1788,2248,512,179,2511,7930.140445109999746,3317170.405220000073314
248,48,029,121506,249,029121506,BEXAR,1,1659,152,3015,5795,4324,1044,3938,4136,1492,1989,2677,714,106,2832,8083.219022790000054,2592649.677689999807626
249,48,029,121507,250,029121507,BEXAR,1,1472,191,2796,5413,4095,980,3663,3941,1326,1873,2533,706,149,2769,7155.254840980000154,2660918.641019999980927
250,48,029,121508,251,029121508,BEXAR,1,995,156,2941,5312,3772,1321,4100,4317,836,1954,2782,909,114,2936,6429.651608160000251,2225542.914799999911338
251,48,029,121601,252,029121601,BEXAR,1,1734,273,2047,4694,3700,667,2613,2960,1483,1491,1931,482,218,2217,11482.792403499999637,3704115.280509999953210
252,48,029,121604,253,029121604,BEXAR,1,3075,600,4207,9768,7064,1936,5901,6693,2493,2793,3962,1279,412,4571,8709.754040800000439,4866490.607130000367761
253,48,029,121605,254,029121605,BEXAR,1,990,84,875,2161,1784,215,1063,1171,887,649,803,172,68,897,8201.128713629999766,2918855.618460000026971
254,48,029,121606,255,029121606,BEXAR,1,2004,270,2167,5210,4148,755,2831,3206,1747,1586,2098,564,188,2401,7827.817963319999762,2850547.055970000103116
255,48,029,121701,256,029121701,BEXAR,1,1799,158,1593,3885,3134,303,1836,2086,1583,1159,1337,209,122,1551,10606.139151400000628,3203085.836240000091493
256,48,029,121702,257,029121702,BEXAR,1,3400,385,2485,7093,5566,755,3111,3693,2929,1706,2179,531,280,2637,10893.198696699999346,6142352.438769999891520
257,48,029,121802,258,029121802,BEXAR,1,3203,615,5500,10663,7667,1443,6720,7460,2537,3714,4566,945,446,5130,11909.921101100000669,8725591.334860000759363
258,48,029,121803,259,029121803,BEXAR,1,1500,126,2563,4776,3630,553,3053,3276,1285,1807,2160,382,96,2345,6969.879219600000397,2926653.296659999992698
259,48,029,121804,260,029121804,BEXAR,1,2156,224,3489,6844,5091,1020,4351,4688,1822,2413,3007,666,164,3269,6451.731888940000317,2404510.180290000047535
260,48,029,121808,261,029121808,BEXAR,1,1172,189,1459,3132,2460,280,1707,1960,968,1107,1289,205,154,1492,6217.208468929999981,1628731.028299999888986
261,48,029,121809,262,029121809,BEXAR,1,1911,238,2400,4942,3890,365,2707,3031,1641,1757,1986,264,189,2249,5774.369281229999615,1960622.472360000014305
262,48,029,121810,263,029121810,BEXAR,1,1723,194,2055,4322,3296,312,2320,2599,1396,1473,1690,246,147,1900,7505.500455239999610,2094660.948050000006333
263,48,029,121811,264,029121811,BEXAR,1,2097,330,2479,5543,3944,663,3051,3446,1628,1656,2027,410,208,2316,6753.547459469999922,2643338.786330000031739
264,48,029,121812,265,029121812,BEXAR,1,2506,199,2909,6136,4664,516,3336,3630,2074,2025,2356,363,135,2590,7856.429839940000420,3446544.536220000125468
265,48,029,121813,266,029121813,BEXAR,1,749,44,824,1745,1385,90,906,996,644,590,658,73,37,741,6781.004877690000285,1893593.274239999940619
266,48,029,121903,267,029121903,BEXAR,1,3181,405,1986,6040,4823,364,2293,2859,2710,1459,1697,262,298,2113,14911.620476699999926,8289838.644129999913275
267,48,029,121904,268,029121904,BEXAR,1,1930,479,1303,3925,2830,227,1488,1995,1450,886,1021,157,330,1380,8411.367573089999496,1916429.225460000103340
268,48,029,121905,269,029121905,BEXAR,1,3312,1091,2421,7517,5612,671,3021,4205,2583,1717,2184,502,772,3029,14439.523078099999111,7861023.483939999714494
269,48,029,121906,270,029121906,BEXAR,1,3261,651,2664,7183,5390,563,3144,3922,2607,1884,2228,377,433,2783,11819.494089699999677,6420530.601060000248253
270,48,029,121908,271,029121908,BEXAR,1,2035,165,1028,3410,2552,151,1158,1375,1587,709,809,111,115,965,40003.684750200001872,42595207.303300000727177
271,48,029,121909,272,029121909,BEXAR,1,3079,660,3787,8859,6635,1404,5018,5780,2515,2623,3541,1002,475,4120,14974.966686600000685,12448417.132999999448657
272,48,029,121910,273,029121910,BEXAR,1,3794,985,3346,8817,6213,707,3929,5023,2901,2152,2538,438,657,3312,25968.896016200000304,28568486.818199999630451
273,48,029,121911,274,029121911,BEXAR,1,4224,1035,3135,9375,6388,992,4014,5151,2995,1995,2599,660,670,3393,23632.460807499999646,13552593.026699999347329
274,48,029,121912,275,029121912,BEXAR,1,4857,1170,4922,12296,8849,1420,6142,7439,3718,3311,4200,976,814,5131,28845.672931500001141,26931209.147900000214577
275,48,029,130200,276,029130200,BEXAR,1,121,27,1242,1588,1194,226,1430,1467,105,906,1067,177,18,1089,4099.866936000000351,981734.069250999949872
276,48,029,130300,277,029130300,BEXAR,1,215,25,2357,2945,2182,400,2689,2730,166,1708,1991,302,8,2016,4458.966719269999885,1225309.261519999941811
277,48,029,130401,278,029130401,BEXAR,1,204,40,3071,3725,2777,473,3485,3521,178,2230,2569,376,33,2599,5360.942703900000197,1585516.765940000070259
278,48,029,130402,279,029130402,BEXAR,1,193,30,2713,3879,2624,1041,3641,3686,163,1715,2425,754,14,2461,7693.446019089999936,2580116.503889999818057
279,48,029,130500,280,029130500,BEXAR,1,198,29,2893,4202,2925,1143,3951,4004,165,1909,2725,853,23,2760,6099.355987629999618,2276806.798390000127256
280,48,029,130600,281,029130600,BEXAR,1,219,42,3118,4585,3113,1338,4316,4366,185,1947,2893,994,19,2928,5933.410307989999637,2028280.258020000066608
281,48,029,130700,282,029130700,BEXAR,1,129,59,1570,2342,1644,650,2152,2213,118,1114,1474,395,39,1526,5847.019719900000382,1499534.924809999996796
282,48,029,130800,283,029130800,BEXAR,1,228,70,2143,5220,3487,2930,4861,4992,178,1265,3211,2035,49,3309,18075.431313699999009,8483811.418969999998808
283,48,029,130900,284,029130900,BEXAR,1,468,228,2741,5456,3620,2202,4747,4988,374,1722,3077,1419,162,3246,15044.814258200000040,8948228.800049999728799
284,48,029,131000,285,029131000,BEXAR,1,481,61,2839,5599,4121,2277,5018,5118,401,1949,3653,1758,39,3720,12784.072504800000388,5542179.605729999952018
285,48,029,131100,286,029131100,BEXAR,1,119,27,1519,2500,1831,882,2342,2381,97,1018,1703,713,18,1734,9545.993170390000159,1999936.323099999921396
286,48,029,131200,287,029131200,BEXAR,1,359,17,1971,3298,2343,1034,2916,2939,317,1338,2009,712,8,2026,11609.559579099999610,4833792.500310000032187
287,48,029,131300,288,029131300,BEXAR,1,723,50,3406,5678,4345,1539,4867,4955,657,2400,3623,1264,41,3688,10457.888354700000491,5328811.660930000245571
288,48,029,131401,289,029131401,BEXAR,1,1805,243,7981,12055,8299,2178,9895,10250,1427,5171,6595,1535,178,6872,12169.102344599999924,7947277.824319999665022
289,48,029,131402,290,029131402,BEXAR,1,406,45,1840,2964,2169,709,2494,2558,350,1247,1762,547,34,1819,14105.149317600000359,9692490.130170000717044
290,48,029,131503,291,029131503,BEXAR,1,935,98,1693,3169,2466,464,2103,2234,815,1233,1552,347,75,1651,6622.182465810000394,2181847.451129999943078
291,48,029,131504,292,029131504,BEXAR,1,810,95,2604,4213,3093,753,3277,3403,694,1800,2292,509,74,2399,8808.810437039999670,4179048.596530000213534
292,48,029,131505,293,029131505,BEXAR,1,699,286,2682,5179,3763,1634,4139,4480,557,1852,2927,1158,210,3206,4841.579648570000245,1458736.682610000018030
293,48,029,131506,294,029131506,BEXAR,1,825,177,3393,5953,4074,1676,4897,5128,637,2243,3249,1083,138,3437,14289.063506899999993,9783269.651709999889135
294,48,029,131507,295,029131507,BEXAR,1,794,135,4023,5998,4181,1231,5060,5204,678,2671,3374,768,119,3503,6665.192294569999831,2159136.411530000157654
295,48,029,131601,296,029131601,BEXAR,1,2929,478,2750,8623,6258,2576,5074,5694,2283,1767,3522,1878,331,3975,50636.771153499998036,52002433.087600000202656
296,48,029,131606,297,029131606,BEXAR,1,1927,390,3670,8086,5613,2206,5643,6159,1503,2379,3736,1461,276,4110,15872.657107099999848,10128782.147099999710917
297,48,029,131608,298,029131608,BEXAR,1,1481,313,2260,5956,4288,2043,4091,4475,1208,1501,2781,1372,229,3080,10425.643457899999703,4901868.051909999921918
298,48,029,131609,299,029131609,BEXAR,1,1833,426,3766,8531,6241,2692,6199,6698,1478,2526,4375,1951,318,4763,10152.267190099999425,4854193.504789999686182
299,48,029,131610,300,029131610,BEXAR,1,1072,198,2748,5469,3796,1601,4174,4397,866,1791,2761,1048,130,2930,6384.317709760000071,1820003.772859999909997
300,48,029,131612,301,029131612,BEXAR,1,451,92,1127,2306,1626,699,1754,1855,383,740,1178,467,59,1243,7021.842667900000379,2117211.304059999994934
